DISTANCE,AIRLINE_ID,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN,DEST_AIRPORT_ID,DEST,MONTH
10,20272,KAH,Kenmore Air Harbor,14477,RCE,16599,YBW,8
12,20166,GFQ,Gulf And Caribbean Cargo,11024,CJS,11540,ELP,4
12,20372,KLQ,Kalitta Charters II,11024,CJS,11540,ELP,4
12,20201,AMQ,Ameristar Air Cargo,11024,CJS,11540,ELP,4
17,20272,KAH,Kenmore Air Harbor,14477,RCE,16233,YWH,4
17,20272,KAH,Kenmore Air Harbor,16233,YWH,14477,RCE,3
17,20272,KAH,Kenmore Air Harbor,16233,YWH,14477,RCE,8
18,21652,27Q,"Jet Aviation Flight Services, Inc.",15210,TIJ,14679,SAN,1
19,20272,KAH,Kenmore Air Harbor,11646,FBS,16233,YWH,4
19,20272,KAH,Kenmore Air Harbor,11646,FBS,16233,YWH,7
19,20272,KAH,Kenmore Air Harbor,16233,YWH,11646,FBS,8
19,20272,KAH,Kenmore Air Harbor,16233,YWH,11646,FBS,1
19,20272,KAH,Kenmore Air Harbor,16233,YWH,11646,FBS,3
19,20272,KAH,Kenmore Air Harbor,16233,YWH,11646,FBS,12
20,20272,KAH,Kenmore Air Harbor,16263,YYJ,11762,FRD,1
21,20272,KAH,Kenmore Air Harbor,11646,FBS,16263,YYJ,3
22,20272,KAH,Kenmore Air Harbor,16603,DHB,16233,YWH,6
24,20272,KAH,Kenmore Air Harbor,11588,ESD,16263,YYJ,1
29,20253,9K,Cape Air,11519,EIS,15024,STT,8
29,20253,9K,Cape Air,15024,STT,11519,EIS,8
29,20253,9K,Cape Air,11519,EIS,15024,STT,7
29,20253,9K,Cape Air,15024,STT,11519,EIS,7
29,20253,9K,Cape Air,11519,EIS,15024,STT,6
29,20253,9K,Cape Air,15024,STT,11519,EIS,6
29,20253,9K,Cape Air,11519,EIS,15024,STT,9
29,20253,9K,Cape Air,15024,STT,11519,EIS,9
29,20253,9K,Cape Air,11519,EIS,15024,STT,1
29,20253,9K,Cape Air,15024,STT,11519,EIS,1
29,20253,9K,Cape Air,11519,EIS,15024,STT,11
29,20253,9K,Cape Air,15024,STT,11519,EIS,11
29,21080,04Q,Tradewind Aviation,11519,EIS,15024,STT,1
29,21080,04Q,Tradewind Aviation,15024,STT,11519,EIS,1
29,20253,9K,Cape Air,11519,EIS,15024,STT,5
29,20253,9K,Cape Air,15024,STT,11519,EIS,5
29,20253,9K,Cape Air,11519,EIS,15024,STT,4
29,20253,9K,Cape Air,15024,STT,11519,EIS,4
29,20253,9K,Cape Air,11519,EIS,15024,STT,10
29,20253,9K,Cape Air,15024,STT,11519,EIS,10
29,20253,9K,Cape Air,11519,EIS,15024,STT,2
29,20253,9K,Cape Air,15024,STT,11519,EIS,2
29,20253,9K,Cape Air,11519,EIS,15024,STT,3
29,20253,9K,Cape Air,15024,STT,11519,EIS,3
29,20253,9K,Cape Air,11519,EIS,15024,STT,12
29,20253,9K,Cape Air,15024,STT,11519,EIS,12
30,20201,AMQ,Ameristar Air Cargo,16091,YIP,16166,YQG,6
30,20201,AMQ,Ameristar Air Cargo,16166,YQG,16091,YIP,6
31,20272,KAH,Kenmore Air Harbor,16058,YGG,11646,FBS,11
37,20253,9K,Cape Air,15024,STT,15598,VIJ,8
37,20253,9K,Cape Air,15598,VIJ,15024,STT,8
37,20253,9K,Cape Air,15024,STT,15598,VIJ,7
37,20253,9K,Cape Air,15598,VIJ,15024,STT,7
37,20253,9K,Cape Air,15024,STT,15598,VIJ,6
37,20253,9K,Cape Air,15598,VIJ,15024,STT,6
37,20253,9K,Cape Air,15024,STT,15598,VIJ,9
37,20253,9K,Cape Air,15598,VIJ,15024,STT,9
37,20253,9K,Cape Air,15024,STT,15598,VIJ,11
37,20253,9K,Cape Air,15598,VIJ,15024,STT,11
37,20253,9K,Cape Air,15024,STT,15598,VIJ,5
37,20253,9K,Cape Air,15598,VIJ,15024,STT,5
37,20253,9K,Cape Air,15024,STT,15598,VIJ,4
37,20253,9K,Cape Air,15598,VIJ,15024,STT,4
37,20253,9K,Cape Air,15024,STT,15598,VIJ,10
37,20253,9K,Cape Air,15598,VIJ,15024,STT,10
37,20253,9K,Cape Air,15024,STT,15598,VIJ,12
37,20253,9K,Cape Air,15598,VIJ,15024,STT,12
40,21352,0WQ,Avjet Corporation,16229,YVR,10666,BLI,8
40,21439,14Q,London Air Services Limited,16229,YVR,10666,BLI,5
40,20272,KAH,Kenmore Air Harbor,16229,YVR,14477,RCE,7
40,20272,KAH,Kenmore Air Harbor,16229,YVR,14477,RCE,1
40,20272,KAH,Kenmore Air Harbor,14477,RCE,16229,YVR,6
42,20272,KAH,Kenmore Air Harbor,14628,RSJ,16229,YVR,6
46,20272,KAH,Kenmore Air Harbor,11646,FBS,16229,YVR,7
46,20272,KAH,Kenmore Air Harbor,16229,YVR,11646,FBS,12
47,20272,KAH,Kenmore Air Harbor,16603,DHB,11215,CXH,6
48,20272,KAH,Kenmore Air Harbor,14628,RSJ,11215,CXH,6
50,20107,FX,Federal Express Corporation,11588,ESD,16016,YCD,9
51,21615,1YQ,"Air Charter, Inc d/b/a Air Flamenco",11519,EIS,11126,CPX,7
53,20107,FX,Federal Express Corporation,11762,FRD,16016,YCD,9
53,20272,KAH,Kenmore Air Harbor,11215,CXH,11646,FBS,4
53,20272,KAH,Kenmore Air Harbor,11215,CXH,11646,FBS,5
53,20272,KAH,Kenmore Air Harbor,11762,FRD,16016,YCD,5
53,20272,KAH,Kenmore Air Harbor,11215,CXH,11646,FBS,11
55,21743,2LQ,Tropic Ocean Airways LLC,13439,MPB,13746,NSB,7
55,21743,2LQ,Tropic Ocean Airways LLC,13746,NSB,13439,MPB,7
55,21743,2LQ,Tropic Ocean Airways LLC,13746,NSB,13439,MPB,7
55,21743,2LQ,Tropic Ocean Airways LLC,13439,MPB,13746,NSB,9
55,21743,2LQ,Tropic Ocean Airways LLC,13439,MPB,13746,NSB,9
55,21743,2LQ,Tropic Ocean Airways LLC,13746,NSB,13439,MPB,9
55,21743,2LQ,Tropic Ocean Airways LLC,13439,MPB,13746,NSB,12
55,21743,2LQ,Tropic Ocean Airways LLC,13439,MPB,13746,NSB,12
55,21743,2LQ,Tropic Ocean Airways LLC,13746,NSB,13439,MPB,12
55,21743,2LQ,Tropic Ocean Airways LLC,13746,NSB,13439,MPB,12
55,21743,2LQ,Tropic Ocean Airways LLC,13439,MPB,13746,NSB,6
55,21743,2LQ,Tropic Ocean Airways LLC,13439,MPB,13746,NSB,6
55,21743,2LQ,Tropic Ocean Airways LLC,13746,NSB,13439,MPB,6
55,21743,2LQ,Tropic Ocean Airways LLC,13439,MPB,13746,NSB,3
55,21743,2LQ,Tropic Ocean Airways LLC,13439,MPB,13746,NSB,3
55,21743,2LQ,Tropic Ocean Airways LLC,13746,NSB,13439,MPB,3
55,21743,2LQ,Tropic Ocean Airways LLC,13746,NSB,13439,MPB,3
55,21743,2LQ,Tropic Ocean Airways LLC,13439,MPB,13746,NSB,1
55,21743,2LQ,Tropic Ocean Airways LLC,13746,NSB,13439,MPB,1
55,21743,2LQ,Tropic Ocean Airways LLC,13746,NSB,13439,MPB,1
55,21743,2LQ,Tropic Ocean Airways LLC,13439,MPB,13746,NSB,8
55,21743,2LQ,Tropic Ocean Airways LLC,13439,MPB,13746,NSB,8
55,21743,2LQ,Tropic Ocean Airways LLC,13746,NSB,13439,MPB,8
55,21743,2LQ,Tropic Ocean Airways LLC,13439,MPB,13746,NSB,11
55,21743,2LQ,Tropic Ocean Airways LLC,13439,MPB,13746,NSB,11
55,21743,2LQ,Tropic Ocean Airways LLC,13746,NSB,13439,MPB,11
55,21743,2LQ,Tropic Ocean Airways LLC,13746,NSB,13439,MPB,11
55,21743,2LQ,Tropic Ocean Airways LLC,13439,MPB,13746,NSB,5
55,21743,2LQ,Tropic Ocean Airways LLC,13439,MPB,13746,NSB,5
55,21743,2LQ,Tropic Ocean Airways LLC,13746,NSB,13439,MPB,5
55,21743,2LQ,Tropic Ocean Airways LLC,13439,MPB,13746,NSB,2
55,21743,2LQ,Tropic Ocean Airways LLC,13439,MPB,13746,NSB,2
55,21743,2LQ,Tropic Ocean Airways LLC,13746,NSB,13439,MPB,2
55,21743,2LQ,Tropic Ocean Airways LLC,13746,NSB,13439,MPB,2
55,21743,2LQ,Tropic Ocean Airways LLC,13439,MPB,13746,NSB,4
55,21743,2LQ,Tropic Ocean Airways LLC,13439,MPB,13746,NSB,4
55,21743,2LQ,Tropic Ocean Airways LLC,13746,NSB,13439,MPB,4
55,21743,2LQ,Tropic Ocean Airways LLC,13746,NSB,13439,MPB,4
55,21743,2LQ,Tropic Ocean Airways LLC,13439,MPB,13746,NSB,10
55,21743,2LQ,Tropic Ocean Airways LLC,13439,MPB,13746,NSB,10
55,21743,2LQ,Tropic Ocean Airways LLC,13746,NSB,13439,MPB,10
55,21743,2LQ,Tropic Ocean Airways LLC,13746,NSB,13439,MPB,10
57,21743,2LQ,Tropic Ocean Airways LLC,13439,MPB,10621,BIM,1
57,21743,2LQ,Tropic Ocean Airways LLC,10621,BIM,13439,MPB,10
57,21743,2LQ,Tropic Ocean Airways LLC,13439,MPB,10621,BIM,10
57,21743,2LQ,Tropic Ocean Airways LLC,13439,MPB,10621,BIM,12
57,21743,2LQ,Tropic Ocean Airways LLC,10621,BIM,13439,MPB,1
57,21743,2LQ,Tropic Ocean Airways LLC,13439,MPB,10621,BIM,6
58,21743,2LQ,Tropic Ocean Airways LLC,11223,CXY,13439,MPB,11
58,21743,2LQ,Tropic Ocean Airways LLC,11223,CXY,13439,MPB,9
58,21743,2LQ,Tropic Ocean Airways LLC,13439,MPB,11223,CXY,9
58,21743,2LQ,Tropic Ocean Airways LLC,11223,CXY,13439,MPB,5
58,21743,2LQ,Tropic Ocean Airways LLC,13439,MPB,11223,CXY,11
59,21743,2LQ,Tropic Ocean Airways LLC,11697,FLL,13746,NSB,7
59,21743,2LQ,Tropic Ocean Airways LLC,11697,FLL,13746,NSB,7
59,21743,2LQ,Tropic Ocean Airways LLC,13746,NSB,11697,FLL,7
59,21743,2LQ,Tropic Ocean Airways LLC,13746,NSB,11697,FLL,7
59,21743,2LQ,Tropic Ocean Airways LLC,11697,FLL,13746,NSB,9
59,21743,2LQ,Tropic Ocean Airways LLC,11697,FLL,13746,NSB,9
59,21743,2LQ,Tropic Ocean Airways LLC,13746,NSB,11697,FLL,9
59,21743,2LQ,Tropic Ocean Airways LLC,13746,NSB,11697,FLL,9
59,21743,2LQ,Tropic Ocean Airways LLC,11697,FLL,13746,NSB,12
59,21743,2LQ,Tropic Ocean Airways LLC,11697,FLL,13746,NSB,12
59,21743,2LQ,Tropic Ocean Airways LLC,13746,NSB,11697,FLL,12
59,21743,2LQ,Tropic Ocean Airways LLC,13746,NSB,11697,FLL,12
59,21743,2LQ,Tropic Ocean Airways LLC,11697,FLL,13746,NSB,6
59,21743,2LQ,Tropic Ocean Airways LLC,11697,FLL,13746,NSB,6
59,21743,2LQ,Tropic Ocean Airways LLC,13746,NSB,11697,FLL,6
59,21743,2LQ,Tropic Ocean Airways LLC,13746,NSB,11697,FLL,6
59,21743,2LQ,Tropic Ocean Airways LLC,11697,FLL,13746,NSB,3
59,21743,2LQ,Tropic Ocean Airways LLC,11697,FLL,13746,NSB,3
59,21743,2LQ,Tropic Ocean Airways LLC,13746,NSB,11697,FLL,3
59,21743,2LQ,Tropic Ocean Airways LLC,13746,NSB,11697,FLL,3
59,21743,2LQ,Tropic Ocean Airways LLC,11697,FLL,13746,NSB,1
59,21743,2LQ,Tropic Ocean Airways LLC,13746,NSB,11697,FLL,1
59,21743,2LQ,Tropic Ocean Airways LLC,13746,NSB,11697,FLL,1
59,21743,2LQ,Tropic Ocean Airways LLC,11697,FLL,13746,NSB,8
59,21743,2LQ,Tropic Ocean Airways LLC,11697,FLL,13746,NSB,8
59,21743,2LQ,Tropic Ocean Airways LLC,13746,NSB,11697,FLL,8
59,21743,2LQ,Tropic Ocean Airways LLC,13746,NSB,11697,FLL,8
59,21743,2LQ,Tropic Ocean Airways LLC,11697,FLL,13746,NSB,11
59,21743,2LQ,Tropic Ocean Airways LLC,11697,FLL,13746,NSB,11
59,21743,2LQ,Tropic Ocean Airways LLC,13746,NSB,11697,FLL,11
59,21743,2LQ,Tropic Ocean Airways LLC,13746,NSB,11697,FLL,11
59,21743,2LQ,Tropic Ocean Airways LLC,11697,FLL,13746,NSB,5
59,21743,2LQ,Tropic Ocean Airways LLC,11697,FLL,13746,NSB,5
59,21743,2LQ,Tropic Ocean Airways LLC,13746,NSB,11697,FLL,5
59,21743,2LQ,Tropic Ocean Airways LLC,13746,NSB,11697,FLL,5
59,21743,2LQ,Tropic Ocean Airways LLC,11697,FLL,13746,NSB,2
59,21743,2LQ,Tropic Ocean Airways LLC,11697,FLL,13746,NSB,2
59,21743,2LQ,Tropic Ocean Airways LLC,13746,NSB,11697,FLL,2
59,21743,2LQ,Tropic Ocean Airways LLC,13746,NSB,11697,FLL,2
59,21743,2LQ,Tropic Ocean Airways LLC,11697,FLL,13746,NSB,4
59,21743,2LQ,Tropic Ocean Airways LLC,11697,FLL,13746,NSB,4
59,21743,2LQ,Tropic Ocean Airways LLC,13746,NSB,11697,FLL,4
59,21743,2LQ,Tropic Ocean Airways LLC,13746,NSB,11697,FLL,4
59,21743,2LQ,Tropic Ocean Airways LLC,11697,FLL,13746,NSB,10
59,21743,2LQ,Tropic Ocean Airways LLC,11697,FLL,13746,NSB,10
59,21743,2LQ,Tropic Ocean Airways LLC,13746,NSB,11697,FLL,10
59,21743,2LQ,Tropic Ocean Airways LLC,13746,NSB,11697,FLL,10
60,20272,KAH,Kenmore Air Harbor,11646,FBS,16310,ZNA,7
60,20272,KAH,Kenmore Air Harbor,16310,ZNA,11646,FBS,6
61,21743,2LQ,Tropic Ocean Airways LLC,10621,BIM,11697,FLL,7
61,21743,2LQ,Tropic Ocean Airways LLC,11697,FLL,10621,BIM,7
61,21743,2LQ,Tropic Ocean Airways LLC,10621,BIM,11697,FLL,9
61,21743,2LQ,Tropic Ocean Airways LLC,11697,FLL,10621,BIM,9
61,20401,3M,Silver Airways,10621,BIM,11697,FLL,5
61,20401,3M,Silver Airways,11697,FLL,10621,BIM,5
61,21743,2LQ,Tropic Ocean Airways LLC,10621,BIM,11697,FLL,12
61,21743,2LQ,Tropic Ocean Airways LLC,10621,BIM,11697,FLL,12
61,21743,2LQ,Tropic Ocean Airways LLC,11697,FLL,10621,BIM,12
61,21743,2LQ,Tropic Ocean Airways LLC,11697,FLL,10621,BIM,12
61,20107,FX,Federal Express Corporation,16229,YVR,13540,MVW,9
61,20401,3M,Silver Airways,10621,BIM,11697,FLL,10
61,20401,3M,Silver Airways,11697,FLL,10621,BIM,10
61,21743,2LQ,Tropic Ocean Airways LLC,10621,BIM,11697,FLL,6
61,21743,2LQ,Tropic Ocean Airways LLC,11697,FLL,10621,BIM,6
61,21743,2LQ,Tropic Ocean Airways LLC,10621,BIM,11697,FLL,3
61,21743,2LQ,Tropic Ocean Airways LLC,11697,FLL,10621,BIM,3
61,20401,3M,Silver Airways,10621,BIM,11697,FLL,2
61,20401,3M,Silver Airways,11697,FLL,10621,BIM,2
61,20401,3M,Silver Airways,10621,BIM,11697,FLL,3
61,20401,3M,Silver Airways,11697,FLL,10621,BIM,3
61,20401,3M,Silver Airways,10621,BIM,11697,FLL,9
61,20401,3M,Silver Airways,11697,FLL,10621,BIM,9
61,20401,3M,Silver Airways,10621,BIM,11697,FLL,11
61,20401,3M,Silver Airways,11697,FLL,10621,BIM,11
61,21743,2LQ,Tropic Ocean Airways LLC,10621,BIM,11697,FLL,1
61,21743,2LQ,Tropic Ocean Airways LLC,10621,BIM,11697,FLL,1
61,21743,2LQ,Tropic Ocean Airways LLC,11697,FLL,10621,BIM,1
61,21743,2LQ,Tropic Ocean Airways LLC,11697,FLL,10621,BIM,1
61,20401,3M,Silver Airways,10621,BIM,11697,FLL,1
61,20401,3M,Silver Airways,11697,FLL,10621,BIM,1
61,21743,2LQ,Tropic Ocean Airways LLC,10621,BIM,11697,FLL,8
61,21743,2LQ,Tropic Ocean Airways LLC,11697,FLL,10621,BIM,8
61,20401,3M,Silver Airways,10621,BIM,11697,FLL,8
61,20401,3M,Silver Airways,11697,FLL,10621,BIM,8
61,20401,3M,Silver Airways,10621,BIM,11697,FLL,7
61,20401,3M,Silver Airways,11697,FLL,10621,BIM,7
61,21743,2LQ,Tropic Ocean Airways LLC,10621,BIM,11697,FLL,11
61,21743,2LQ,Tropic Ocean Airways LLC,10621,BIM,11697,FLL,11
61,21743,2LQ,Tropic Ocean Airways LLC,11697,FLL,10621,BIM,11
61,21743,2LQ,Tropic Ocean Airways LLC,11697,FLL,10621,BIM,11
61,21743,2LQ,Tropic Ocean Airways LLC,10621,BIM,11697,FLL,5
61,21743,2LQ,Tropic Ocean Airways LLC,11697,FLL,10621,BIM,5
61,20401,3M,Silver Airways,10621,BIM,11697,FLL,12
61,21743,2LQ,Tropic Ocean Airways LLC,10621,BIM,11697,FLL,2
61,21743,2LQ,Tropic Ocean Airways LLC,11697,FLL,10621,BIM,2
61,21743,2LQ,Tropic Ocean Airways LLC,10621,BIM,11697,FLL,4
61,21743,2LQ,Tropic Ocean Airways LLC,11697,FLL,10621,BIM,4
61,20401,3M,Silver Airways,10621,BIM,11697,FLL,4
61,20401,3M,Silver Airways,11697,FLL,10621,BIM,4
61,21743,2LQ,Tropic Ocean Airways LLC,10621,BIM,11697,FLL,10
61,21743,2LQ,Tropic Ocean Airways LLC,11697,FLL,10621,BIM,10
61,20401,3M,Silver Airways,10621,BIM,11697,FLL,6
61,20401,3M,Silver Airways,11697,FLL,10621,BIM,6
62,20331,8E,Bering Air Inc.,11845,GAM,14313,PVS,4
63,20380,PEQ,SkyLink Express Inc.,10792,BUF,16078,YHM,7
63,20380,PEQ,SkyLink Express Inc.,10792,BUF,16078,YHM,4
64,21743,2LQ,Tropic Ocean Airways LLC,10621,BIM,13303,MIA,7
64,21743,2LQ,Tropic Ocean Airways LLC,13746,NSB,11827,FXE,3
64,21743,2LQ,Tropic Ocean Airways LLC,10621,BIM,13303,MIA,1
64,21743,2LQ,Tropic Ocean Airways LLC,10621,BIM,13303,MIA,4
64,21743,2LQ,Tropic Ocean Airways LLC,13303,MIA,10621,BIM,4
65,21743,2LQ,Tropic Ocean Airways LLC,11223,CXY,11697,FLL,7
65,21743,2LQ,Tropic Ocean Airways LLC,11697,FLL,11223,CXY,7
65,21743,2LQ,Tropic Ocean Airways LLC,11697,FLL,11223,CXY,7
65,21743,2LQ,Tropic Ocean Airways LLC,11223,CXY,11697,FLL,9
65,21743,2LQ,Tropic Ocean Airways LLC,11223,CXY,13303,MIA,9
65,21743,2LQ,Tropic Ocean Airways LLC,11697,FLL,11223,CXY,9
65,21743,2LQ,Tropic Ocean Airways LLC,11223,CXY,11697,FLL,12
65,21743,2LQ,Tropic Ocean Airways LLC,11697,FLL,11223,CXY,12
65,21743,2LQ,Tropic Ocean Airways LLC,11223,CXY,11697,FLL,6
65,21743,2LQ,Tropic Ocean Airways LLC,11697,FLL,11223,CXY,6
65,21743,2LQ,Tropic Ocean Airways LLC,11223,CXY,11697,FLL,3
65,21743,2LQ,Tropic Ocean Airways LLC,11697,FLL,11223,CXY,3
65,21743,2LQ,Tropic Ocean Airways LLC,11223,CXY,11697,FLL,1
65,21743,2LQ,Tropic Ocean Airways LLC,11223,CXY,13303,MIA,1
65,21743,2LQ,Tropic Ocean Airways LLC,11697,FLL,11223,CXY,1
65,20272,KAH,Kenmore Air Harbor,13055,LPS,16310,ZNA,3
65,21743,2LQ,Tropic Ocean Airways LLC,11223,CXY,11697,FLL,8
65,21743,2LQ,Tropic Ocean Airways LLC,11223,CXY,13303,MIA,8
65,21743,2LQ,Tropic Ocean Airways LLC,11697,FLL,11223,CXY,8
65,21743,2LQ,Tropic Ocean Airways LLC,11223,CXY,11697,FLL,11
65,21743,2LQ,Tropic Ocean Airways LLC,11223,CXY,13303,MIA,11
65,21743,2LQ,Tropic Ocean Airways LLC,11697,FLL,11223,CXY,11
65,21743,2LQ,Tropic Ocean Airways LLC,11223,CXY,11697,FLL,5
65,21743,2LQ,Tropic Ocean Airways LLC,11223,CXY,13303,MIA,5
65,21743,2LQ,Tropic Ocean Airways LLC,11697,FLL,11223,CXY,5
65,21743,2LQ,Tropic Ocean Airways LLC,13303,MIA,11223,CXY,5
65,21743,2LQ,Tropic Ocean Airways LLC,13898,OPF,10621,BIM,5
65,21743,2LQ,Tropic Ocean Airways LLC,11223,CXY,11697,FLL,2
65,21743,2LQ,Tropic Ocean Airways LLC,11697,FLL,11223,CXY,2
65,21743,2LQ,Tropic Ocean Airways LLC,11223,CXY,11697,FLL,4
65,21743,2LQ,Tropic Ocean Airways LLC,11223,CXY,13303,MIA,4
65,21743,2LQ,Tropic Ocean Airways LLC,11697,FLL,11223,CXY,4
65,21743,2LQ,Tropic Ocean Airways LLC,13303,MIA,11223,CXY,4
65,21743,2LQ,Tropic Ocean Airways LLC,11223,CXY,11697,FLL,10
65,21743,2LQ,Tropic Ocean Airways LLC,11697,FLL,11223,CXY,10
67,21743,2LQ,Tropic Ocean Airways LLC,10519,BCT,13746,NSB,4
67,21743,2LQ,Tropic Ocean Airways LLC,13746,NSB,10519,BCT,4
68,19531,AC,Air Canada,10792,BUF,16271,YYZ,3
68,20378,YV,Mesa Airlines Inc.,10792,BUF,16271,YYZ,7
68,21437,13Q,Chartright Air Inc.,10792,BUF,16271,YYZ,8
68,21610,RV,Air Canada rouge LP,10792,BUF,16271,YYZ,2
68,19531,AC,Air Canada,10792,BUF,16271,YYZ,11
68,20303,NLQ,Nolinor Aviation,16271,YYZ,10792,BUF,5
68,20402,GL,Miami Air International,16271,YYZ,10792,BUF,11
68,20206,QK,Jazz Aviation LP,10792,BUF,16271,YYZ,1
68,20402,GL,Miami Air International,10792,BUF,16271,YYZ,12
68,20402,GL,Miami Air International,16271,YYZ,10792,BUF,12
68,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10792,BUF,16271,YYZ,11
68,20272,KAH,Kenmore Air Harbor,11431,DTR,16310,ZNA,8
70,20272,KAH,Kenmore Air Harbor,12652,KEH,16233,YWH,5
70,20272,KAH,Kenmore Air Harbor,16233,YWH,12652,KEH,5
70,20272,KAH,Kenmore Air Harbor,12652,KEH,16233,YWH,7
70,20272,KAH,Kenmore Air Harbor,12652,KEH,16233,YWH,7
70,20272,KAH,Kenmore Air Harbor,16233,YWH,12652,KEH,7
70,20272,KAH,Kenmore Air Harbor,16233,YWH,12652,KEH,7
70,20272,KAH,Kenmore Air Harbor,12652,KEH,16233,YWH,11
70,20272,KAH,Kenmore Air Harbor,12652,KEH,16233,YWH,1
70,20272,KAH,Kenmore Air Harbor,12652,KEH,16233,YWH,3
70,20272,KAH,Kenmore Air Harbor,12652,KEH,16233,YWH,3
70,20272,KAH,Kenmore Air Harbor,12652,KEH,16233,YWH,8
70,20272,KAH,Kenmore Air Harbor,12652,KEH,16233,YWH,8
70,20272,KAH,Kenmore Air Harbor,16233,YWH,12652,KEH,8
70,20272,KAH,Kenmore Air Harbor,16233,YWH,12652,KEH,8
70,20272,KAH,Kenmore Air Harbor,12652,KEH,16233,YWH,4
70,20272,KAH,Kenmore Air Harbor,12652,KEH,16233,YWH,4
70,20272,KAH,Kenmore Air Harbor,12652,KEH,16233,YWH,9
70,20272,KAH,Kenmore Air Harbor,16233,YWH,12652,KEH,9
70,20272,KAH,Kenmore Air Harbor,12652,KEH,16233,YWH,6
70,20272,KAH,Kenmore Air Harbor,12652,KEH,16233,YWH,6
70,20272,KAH,Kenmore Air Harbor,16233,YWH,12652,KEH,6
70,20272,KAH,Kenmore Air Harbor,16233,YWH,12652,KEH,6
70,20272,KAH,Kenmore Air Harbor,12652,KEH,16233,YWH,12
70,20272,KAH,Kenmore Air Harbor,12652,KEH,16233,YWH,10
73,20272,KAH,Kenmore Air Harbor,13002,LKE,16233,YWH,5
73,20272,KAH,Kenmore Air Harbor,13002,LKE,16233,YWH,5
73,20272,KAH,Kenmore Air Harbor,16233,YWH,13002,LKE,5
73,20272,KAH,Kenmore Air Harbor,16233,YWH,13002,LKE,5
73,20272,KAH,Kenmore Air Harbor,13002,LKE,16233,YWH,7
73,20272,KAH,Kenmore Air Harbor,16233,YWH,13002,LKE,7
73,20272,KAH,Kenmore Air Harbor,16233,YWH,13002,LKE,7
73,20272,KAH,Kenmore Air Harbor,13002,LKE,16233,YWH,2
73,20272,KAH,Kenmore Air Harbor,13002,LKE,16233,YWH,2
73,20272,KAH,Kenmore Air Harbor,16233,YWH,13002,LKE,2
73,20272,KAH,Kenmore Air Harbor,16233,YWH,13002,LKE,2
73,20272,KAH,Kenmore Air Harbor,13002,LKE,16233,YWH,11
73,20272,KAH,Kenmore Air Harbor,16233,YWH,13002,LKE,11
73,20272,KAH,Kenmore Air Harbor,16233,YWH,13002,LKE,11
73,20272,KAH,Kenmore Air Harbor,13002,LKE,16233,YWH,1
73,20272,KAH,Kenmore Air Harbor,16233,YWH,13002,LKE,1
73,20272,KAH,Kenmore Air Harbor,13002,LKE,16233,YWH,3
73,20272,KAH,Kenmore Air Harbor,13002,LKE,16233,YWH,3
73,20272,KAH,Kenmore Air Harbor,16233,YWH,13002,LKE,3
73,20272,KAH,Kenmore Air Harbor,16233,YWH,13002,LKE,3
73,20272,KAH,Kenmore Air Harbor,13002,LKE,16233,YWH,8
73,20272,KAH,Kenmore Air Harbor,13002,LKE,16233,YWH,8
73,20272,KAH,Kenmore Air Harbor,16233,YWH,13002,LKE,8
73,20272,KAH,Kenmore Air Harbor,13002,LKE,16233,YWH,4
73,20272,KAH,Kenmore Air Harbor,16233,YWH,13002,LKE,4
73,20272,KAH,Kenmore Air Harbor,16233,YWH,13002,LKE,4
73,20272,KAH,Kenmore Air Harbor,13002,LKE,16233,YWH,9
73,20272,KAH,Kenmore Air Harbor,16233,YWH,13002,LKE,9
73,20272,KAH,Kenmore Air Harbor,16233,YWH,13002,LKE,9
73,20272,KAH,Kenmore Air Harbor,13002,LKE,16233,YWH,6
73,20272,KAH,Kenmore Air Harbor,13002,LKE,16233,YWH,6
73,20272,KAH,Kenmore Air Harbor,16233,YWH,13002,LKE,6
73,20272,KAH,Kenmore Air Harbor,16233,YWH,13002,LKE,6
73,21743,2LQ,Tropic Ocean Airways LLC,15260,TMB,11223,CXY,5
73,20272,KAH,Kenmore Air Harbor,13002,LKE,16233,YWH,12
73,20272,KAH,Kenmore Air Harbor,13002,LKE,16233,YWH,12
73,20272,KAH,Kenmore Air Harbor,16233,YWH,13002,LKE,12
73,20272,KAH,Kenmore Air Harbor,13002,LKE,16233,YWH,10
73,20272,KAH,Kenmore Air Harbor,13002,LKE,16233,YWH,10
73,20272,KAH,Kenmore Air Harbor,16233,YWH,13002,LKE,10
73,20272,KAH,Kenmore Air Harbor,16233,YWH,13002,LKE,10
73,21743,2LQ,Tropic Ocean Airways LLC,11223,CXY,15260,TMB,2
73,21743,2LQ,Tropic Ocean Airways LLC,15260,TMB,11223,CXY,2
73,21743,2LQ,Tropic Ocean Airways LLC,15260,TMB,10621,BIM,4
74,21615,1YQ,"Air Charter, Inc d/b/a Air Flamenco",11519,EIS,12553,JRV,7
74,21615,1YQ,"Air Charter, Inc d/b/a Air Flamenco",12553,JRV,11519,EIS,7
75,21080,04Q,Tradewind Aviation,16217,YUL,10785,BTV,10
75,20363,9E,Endeavor Air Inc.,10785,BTV,16217,YUL,12
75,21080,04Q,Tradewind Aviation,16217,YUL,10785,BTV,12
